"id"	"baseMean"	"baseMeanA"	"baseMeanB"	"foldChange"	"log2FoldChange"	"pval"	"padj"
"ENSMUSG00000051855"	1081.38631832215	2031.48702886508	131.285607779219	0.0646253733909212	-3.95175547875452	3.8182620765778e-16	3.2654625781577e-13
"ENSMUSG00000040127"	980.431827427983	84.1361169060824	1876.72753794988	22.3058492234054	4.47935017001401	6.52980925562603e-16	5.43350722600579e-13
"ENSMUSG00000001865"	348.383712407585	671.124091570087	25.6433332450833	0.0382095257303177	-4.70992383919171	1.72307695629097e-15	1.39605508763912e-12
"ENSMUSG00000026839"	6078.9656374602	933.0969535139	11224.8343214065	12.0296548811305	3.58852334850496	3.52121234873381e-15	2.77977143058504e-12
"ENSMUSG00000032310"	8402.76528325556	1256.32056950678	15549.2099970043	12.3767853320341	3.62956474160635	5.44082951301422e-15	4.18780647616705e-12
"ENSMUSG00000049152"	19442.6908351289	1694.46816599828	37190.9135042595	21.9484285692371	4.45604574642363	7.77035280943895e-15	5.83496639748796e-12
"ENSMUSG00000022225"	524.657550100051	978.926441135355	70.3886590647468	0.0719039307826953	-3.79778554893363	8.17779840890677e-15	5.85530366077725e-12
"ENSMUSG00000031425"	10089.0571390605	1633.13766396801	18544.9766141529	11.3554276674352	3.5053101366494	8.06870468111136e-15	5.85530366077725e-12
"ENSMUSG00000029121"	2663.54504961333	4928.29099659252	398.799102634153	0.0809203642621526	-3.62735337558764	8.39136566939972e-15	5.87166741430633e-12
"ENSMUSG00000035780"	1211.74503924478	164.38819206635	2259.10188642322	13.7424827052749	3.78057075865235	1.66138679829116e-14	1.13668392768419e-11
"ENSMUSG00000038624"	613.517033794061	75.3926948255053	1151.64137276262	15.2752382101219	3.93312297325424	1.79624658326953e-14	1.20223564795005e-11
"ENSMUSG00000026348"	672.767712373173	82.0566881836801	1263.47873656267	15.3976325943649	3.94463664665685	2.16070309540916e-14	1.41539844471185e-11
"ENSMUSG00000096793"	316.560304814834	612.010793458092	21.1098161715751	0.0344925553555954	-4.85757117601561	2.90790769968368e-14	1.86518046370544e-11
"ENSMUSG00000040649"	1075.18977706986	2006.83409412556	143.545460014157	0.071528314390485	-3.80534174586057	3.9408520456697e-14	2.47614189351181e-11
"ENSMUSG00000028626"	537.446405282417	1011.92552743497	62.9672831298662	0.0622252146257007	-4.0063568884511	4.23635114697976e-14	2.60857558226426e-11
"ENSMUSG00000031250"	1251.22502323792	2263.64768131711	238.802365158728	0.105494493303737	-3.24476040108034	6.56792505274733e-14	3.96496620635264e-11
"ENSMUSG00000057103"	6615.72508689408	1195.269710513	12036.1804632752	10.0698447868384	3.33196954119291	7.1076901868852e-14	4.20829933603503e-11
"ENSMUSG00000054619"	6819.11098299838	1211.81007193664	12426.4118940601	10.2544220268784	3.35817427393527	1.08340393241799e-13	6.29355476816702e-11
"ENSMUSG00000001506"	6971.22120816301	12590.1272532099	1352.31516311612	0.107410762093079	-3.2187895425282	1.48761119204479e-13	8.48158766308798e-11
